"","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","ICcode.TRAC","ICcodeTW","ICtypeTW","ICcodeCW","ICtypeCW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Comment","cfMS","Ver","Ver.r"
"256",7868,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW6N","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2.6,3.7,"m",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"257",7869,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW7","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2.6,3.7,"m",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"258",7942,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW3","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"259",7943,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW1N","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"260",7944,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW8","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"261",7945,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW2N","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"262",7946,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW5","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"263",7947,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW4N","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"264",7948,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW9","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"265",7949,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW6N","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"266",7950,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW7","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"267",7996,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW3","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"268",7997,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW1N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"269",7998,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW8","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"270",7999,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW2N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"271",8000,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW5","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"272",8001,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW4N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"273",8002,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW9","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"274",8003,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW6N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"275",8004,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW7","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"276",8005,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW3","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"277",8006,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW1N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"278",8007,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW8","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"279",8008,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW2N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"280",8009,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW5","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"281",8010,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW4N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"282",8011,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW9","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"283",8012,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW6N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"284",8013,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW7","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"285",8014,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW3","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"286",8015,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW1N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"287",8016,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW8","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"288",8017,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW2N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"289",8018,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW5","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"290",8019,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW4N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"291",8020,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW9","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"292",8021,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW6N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"293",8022,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW7","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"294",8023,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW3","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"295",8024,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW1N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"296",8025,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW8","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"297",8026,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW2N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"298",8027,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW5","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"299",8028,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW4N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"300",8029,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW9","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"301",8030,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW6N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"302",8031,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW7","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"303",8104,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW3","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"304",8105,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW1N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"305",8106,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW8","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"306",8107,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW2N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"307",8108,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW5","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"308",8109,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW4N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"309",8110,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW9","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"310",8111,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","BG","CW6N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
