uniqueID;Source;Category;Country;physChemText;Measurement Type;Period;Method ;National type code;GM_Meth;c.a.;factor;ValueStd.old;ValueUpStd.old;unit_used;GIG
898;ECOSTAT questionnaries;CW;SE;TN;mean;summer;;2;;TNµmol-1;0.0140067;0.1820871;0.6303015;mgN/L;NEA
899;ECOSTAT questionnaries;CW;SE;TN;mean;winter;;3;;TNµmol-1;0.0140067;0.3361608;0.6303015;mgN/L;NEA
900;ECOSTAT questionnaries;CW;SE;TN;mean;summer;;3;;TNµmol-1;0.0140067;0.1820871;0.6303015;mgN/L;NEA
901;ECOSTAT questionnaries;CW;SE;TN;mean;winter;;4;;TNµmol-1;0.0140067;0.3081474;0.5322546;mgN/L;NEA
902;ECOSTAT questionnaries;CW;SE;TN;mean;summer;;4;;TNµmol-1;0.0140067;0.2241072;0.5322546;mgN/L;NEA
903;ECOSTAT questionnaries;CW;SE;TN;mean;winter;;5;;TNµmol-1;0.0140067;0.3081474;;mgN/L;NEA
904;ECOSTAT questionnaries;CW;SE;TN;mean;summer;;5;;TNµmol-1;0.0140067;0.2241072;0.280134;mgN/L;NEA
905;ECOSTAT questionnaries;CW;SE;TN;mean;winter;;6;;TNµmol-1;0.0140067;0.3081474;;mgN/L;NEA
906;ECOSTAT questionnaries;CW;SE;TN;mean;summer;;6;;TNµmol-1;0.0140067;0.2241072;0.280134;mgN/L;NEA
907;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;7;;TPµmol-1;30.973761;22.30110792;18.27451899;µgP/L;BAL
908;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;7;;TPµmol-1;30.973761;12.69924201;16.41609333;µgP/L;BAL
909;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;8;;TPµmol-1;30.973761;22.30110792;18.27451899;µgP/L;BAL
910;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;8;;TPµmol-1;30.973761;12.69924201;16.41609333;µgP/L;BAL
911;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;9;;TPµmol-1;30.973761;22.30110792;18.27451899;µgP/L;BAL
912;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;9;;TPµmol-1;30.973761;12.69924201;16.41609333;µgP/L;BAL
913;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;10;;TPµmol-1;30.973761;18.27451899;;µgP/L;BAL
914;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;10;;TPµmol-1;30.973761;12.69924201;;µgP/L;BAL
915;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;11;;TPµmol-1;30.973761;18.27451899;;µgP/L;BAL
916;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;11;;TPµmol-1;30.973761;12.69924201;;µgP/L;BAL
917;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;12s;;TPµmol-1;30.973761;18.89399421;;µgP/L;BAL
918;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;12s;;TPµmol-1;30.973761;12.69924201;16.41609333;µgP/L;BAL
919;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;12n;;TPµmol-1;30.973761;18.89399421;;µgP/L;BAL
920;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;12n;;TPµmol-1;30.973761;12.69924201;16.41609333;µgP/L;BAL
921;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;13;;TPµmol-1;30.973761;18.89399421;;µgP/L;BAL
922;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;13;;TPµmol-1;30.973761;12.69924201;16.41609333;µgP/L;BAL
923;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;14;;TPµmol-1;30.973761;18.89399421;;µgP/L;BAL
924;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;14;;TPµmol-1;30.973761;12.69924201;16.41609333;µgP/L;BAL
925;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;15;;TPµmol-1;30.973761;18.89399421;;µgP/L;BAL
926;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;15;;TPµmol-1;30.973761;12.69924201;16.41609333;µgP/L;BAL
927;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;16;;TPµmol-1;30.973761;17.34530616;;µgP/L;BAL
928;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;16;;TPµmol-1;30.973761;10.84081635;16.72583094;µgP/L;BAL
929;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;17;;TPµmol-1;30.973761;17.34530616;;µgP/L;BAL
930;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;17;;TPµmol-1;30.973761;10.84081635;16.72583094;µgP/L;BAL
931;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;18;;TPµmol-1;30.973761;17.34530616;;µgP/L;BAL
932;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;18;;TPµmol-1;30.973761;11.15055396;17.34530616;µgP/L;BAL
933;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;19;;TPµmol-1;30.973761;17.34530616;;µgP/L;BAL
934;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;19;;TPµmol-1;30.973761;11.15055396;17.34530616;µgP/L;BAL
935;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;20;;TPµmol-1;30.973761;14.55766767;18.89399421;µgP/L;BAL
936;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;20;;TPµmol-1;30.973761;8.98239069;17.03556855;µgP/L;BAL
937;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;21;;TPµmol-1;30.973761;14.55766767;18.89399421;µgP/L;BAL
938;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;21;;TPµmol-1;30.973761;8.98239069;17.03556855;µgP/L;BAL
939;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;22;;TPµmol-1;30.973761;9.60186591;17.96478138;µgP/L;BAL
940;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;22;;TPµmol-1;30.973761;6.81422742;16.10635572;µgP/L;BAL
941;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;23;;TPµmol-1;30.973761;9.60186591;17.96478138;µgP/L;BAL
942;ECOSTAT questionnaries;CW;SE;TP;mean;summer;Persulphate oxidation;23;;TPµmol-1;30.973761;6.81422742;16.10635572;µgP/L;BAL
943;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;7;;TNµmol-1;0.0140067;0.280134;0.9384489;mgN/L;BAL
944;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;7;;TNµmol-1;0.0140067;0.2661273;1.0084824;mgN/L;BAL
945;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;8;;TNµmol-1;0.0140067;0.280134;0.9384489;mgN/L;BAL
946;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;8;;TNµmol-1;0.0140067;0.2661273;1.0084824;mgN/L;BAL
947;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;9;;TNµmol-1;0.0140067;0.280134;0.9384489;mgN/L;BAL
948;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;9;;TNµmol-1;0.0140067;0.2661273;1.0084824;mgN/L;BAL
949;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;10;;TNµmol-1;0.0140067;0.280134;;mgN/L;BAL
950;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;10;;TNµmol-1;0.0140067;0.2661273;;mgN/L;BAL
951;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;11;;TNµmol-1;0.0140067;0.280134;;mgN/L;BAL
952;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;11;;TNµmol-1;0.0140067;0.2661273;;mgN/L;BAL
953;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;12s;;TNµmol-1;0.0140067;0.280134;0.5462613;mgN/L;BAL
954;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;12s;;TNµmol-1;0.0140067;0.2661273;0.5882814;mgN/L;BAL
955;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;12n;;TNµmol-1;0.0140067;0.280134;0.3781809;mgN/L;BAL
956;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;12n;;TNµmol-1;0.0140067;0.2661273;0.4061943;mgN/L;BAL
957;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;13;;TNµmol-1;0.0140067;0.280134;0.5462613;mgN/L;BAL
958;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;13;;TNµmol-1;0.0140067;0.2661273;0.5882814;mgN/L;BAL
959;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;14;;TNµmol-1;0.0140067;0.280134;0.5462613;mgN/L;BAL
960;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;14;;TNµmol-1;0.0140067;0.2661273;0.5882814;mgN/L;BAL
961;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;15;;TNµmol-1;0.0140067;0.280134;0.3781809;mgN/L;BAL
962;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;15;;TNµmol-1;0.0140067;0.2661273;0.4061943;mgN/L;BAL
963;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;16;;TNµmol-1;0.0140067;0.3081474;0.3781809;mgN/L;BAL
964;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;16;;TNµmol-1;0.0140067;0.2941407;0.4061943;mgN/L;BAL
965;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;17;;TNµmol-1;0.0140067;0.3081474;0.3781809;mgN/L;BAL
966;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;17;;TNµmol-1;0.0140067;0.2941407;0.4061943;mgN/L;BAL
967;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;18;;TNµmol-1;0.0140067;0.3081474;0.3361608;mgN/L;BAL
968;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;18;;TNµmol-1;0.0140067;0.2941407;0.3641742;mgN/L;BAL
969;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;19;;TNµmol-1;0.0140067;0.3081474;0.3361608;mgN/L;BAL
970;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;19;;TNµmol-1;0.0140067;0.2941407;0.3641742;mgN/L;BAL
971;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;20;;TNµmol-1;0.0140067;0.3081474;0.3501675;mgN/L;BAL
972;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;20;;TNµmol-1;0.0140067;0.2941407;0.3781809;mgN/L;BAL
973;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;21;;TNµmol-1;0.0140067;0.3081474;0.3501675;mgN/L;BAL
974;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;21;;TNµmol-1;0.0140067;0.2941407;0.3781809;mgN/L;BAL
975;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;22;;TNµmol-1;0.0140067;0.3081474;0.3501675;mgN/L;BAL
976;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;22;;TNµmol-1;0.0140067;0.3081474;0.3781809;mgN/L;BAL
977;ECOSTAT questionnaries;CW;SE;TN;mean;winter;Persulphate oxidation;23;;TNµmol-1;0.0140067;0.3081474;0.3501675;mgN/L;BAL
978;ECOSTAT questionnaries;CW;SE;TN;mean;summer;Persulphate oxidation;23;;TNµmol-1;0.0140067;0.3081474;0.3781809;mgN/L;BAL
979;ECOSTAT questionnaries;TW;BE;Orthophosphate;mean;Annual;absorption spectrophotometry;O1o;Exp Judg;Orthophosphateµgl-1;1;140;;µgP/L;NEA
980;ECOSTAT questionnaries;TW;BE;Orthophosphate;mean;Annual;absorption spectrophotometry;O1b;Exp Judg;Orthophosphateµgl-1;1;70;;µgP/L;NEA
981;ECOSTAT questionnaries;TW;BE;Orthophosphate;mean;Annual;absorption spectrophotometry;O2zout;Exp Judg;Orthophosphateµgl-1;1;70;;µgP/L;NEA
982;WFD reporting;CW;BE;Orthophosphate;mean;Annual;;Type2;;Orthophosphateµmol-1;30.97521132;24.78016906;;µgP/L;NEA
983;ECOSTAT questionnaries;TW;BG;Orthophosphate;mean;Annual;Sample filtration through 0.45 µm and molybdate reaction, EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;L7 Black sea freshwater coastal lakes ;Exp Judg;Orthophosphateµgl-1;1;60;;µgP/L;BLA
984;ECOSTAT questionnaries;TW;BG;Orthophosphate;mean;Annual;Sample filtration through 0.45 µm and molybdate reaction, EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;L8 Black sea oligohaline lakes;Exp Judg;Orthophosphateµgl-1;1;60;;µgP/L;BLA
985;WFD reporting;TW;BG;Orthophosphate;mean;Annual;;L10;;Orthophosphateµgl-1;1;60;;µgP/L;BLA
986;WFD reporting;TW;BG;Orthophosphate;mean;Annual;;L7 Black sea freshwater coastal lakes ;;Orthophosphateµgl-1;1;60;;µgP/L;BLA
987;WFD reporting;TW;BG;Orthophosphate;mean;Annual;;L8 Black sea oligohaline lakes;;Orthophosphateµgl-1;1;60;;µgP/L;BLA
988;WFD reporting;TW;BG;Orthophosphate;mean;Annual;;L9;;Orthophosphateµgl-1;1;60;;µgP/L;BLA
989;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;December-March;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602210
(shallow, exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;20;;µgP/L;BLA
990;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;December-March;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602220
(shallow, exposed, silt)";Exp Judg;Orthophosphateµgl-1;1;20;;µgP/L;BLA
991;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;December-March;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602230
(shallow, exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;20;;µgP/L;BLA
992;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;December-March;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602310 
(shallow, moderately exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;20;;µgP/L;BLA
993;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;December-March;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602321
(deep, moderately exposed, silt)";Exp Judg;Orthophosphateµgl-1;1;20;;µgP/L;BLA
994;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;December-March;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602330 
(shallow, moderately exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;20;;µgP/L;BLA
995;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;March-June;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602210
(shallow, exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;15;;µgP/L;BLA
996;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;March-June;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602220
(shallow, exposed, silt)";Exp Judg;Orthophosphateµgl-1;1;15;;µgP/L;BLA
997;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;March-June;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602230
(shallow, exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;15;;µgP/L;BLA
998;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;March-June;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602310 
(shallow, moderately exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;15;;µgP/L;BLA
999;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;March-June;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602321
(deep, moderately exposed, silt)";Exp Judg;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1000;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;March-June;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602330 
(shallow, moderately exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1001;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;June-September;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602210
(shallow, exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1002;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;June-September;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602220
(shallow, exposed, silt)";Exp Judg;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1003;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;June-September;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602230
(shallow, exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1004;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;June-September;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602310 
(shallow, moderately exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1005;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;June-September;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602321
(deep, moderately exposed, silt)";Exp Judg;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1006;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;June-September;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602330 
(shallow, moderately exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1007;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;September-December;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602210
(shallow, exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1008;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;September-December;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602220
(shallow, exposed, silt)";Exp Judg;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1009;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;September-December;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602230
(shallow, exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1010;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;September-December;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602310 
(shallow, moderately exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1011;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;September-December;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602321
(deep, moderately exposed, silt)";Exp Judg;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1012;ECOSTAT questionnaries;CW;BG;Orthophosphate;maximum;September-December;Sample filtration through 0.45 µm and molybdate reaction (modified for sea water), EN ISO 6878-1 or ion chromatography, EN ISO 10304-1,2;"CW602330 
(shallow, moderately exposed, mixed substratum)";Exp Judg;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1013;WFD reporting;CW;BG;Orthophosphate;mean;winter;;CW1N;;Orthophosphateµgl-1;1;20;;µgP/L;BLA
1014;WFD reporting;CW;BG;Orthophosphate;mean;spring;;CW1N;;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1015;WFD reporting;CW;BG;Orthophosphate;mean;summer;;CW1N;;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1016;WFD reporting;CW;BG;Orthophosphate;mean;autumn;;CW1N;;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1017;WFD reporting;CW;BG;Orthophosphate;mean;winter;;CW2N;;Orthophosphateµgl-1;1;20;;µgP/L;BLA
1018;WFD reporting;CW;BG;Orthophosphate;mean;spring;;CW2N;;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1019;WFD reporting;CW;BG;Orthophosphate;mean;summer;;CW2N;;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1020;WFD reporting;CW;BG;Orthophosphate;mean;autumn;;CW2N;;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1021;WFD reporting;CW;BG;Orthophosphate;mean;winter;;CW3;;Orthophosphateµgl-1;1;20;;µgP/L;BLA
1022;WFD reporting;CW;BG;Orthophosphate;mean;spring;;CW3;;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1023;WFD reporting;CW;BG;Orthophosphate;mean;summer;;CW3;;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1024;WFD reporting;CW;BG;Orthophosphate;mean;autumn;;CW3;;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1025;WFD reporting;CW;BG;Orthophosphate;mean;winter;;CW4N;;Orthophosphateµgl-1;1;20;;µgP/L;BLA
1026;WFD reporting;CW;BG;Orthophosphate;mean;spring;;CW4N;;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1027;WFD reporting;CW;BG;Orthophosphate;mean;summer;;CW4N;;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1028;WFD reporting;CW;BG;Orthophosphate;mean;autumn;;CW4N;;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1029;WFD reporting;CW;BG;Orthophosphate;mean;winter;;CW5;;Orthophosphateµgl-1;1;20;;µgP/L;BLA
1030;WFD reporting;CW;BG;Orthophosphate;mean;spring;;CW5;;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1031;WFD reporting;CW;BG;Orthophosphate;mean;summer;;CW5;;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1032;WFD reporting;CW;BG;Orthophosphate;mean;autumn;;CW5;;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1033;WFD reporting;CW;BG;Orthophosphate;mean;winter;;CW6N;;Orthophosphateµgl-1;1;20;;µgP/L;BLA
1034;WFD reporting;CW;BG;Orthophosphate;mean;spring;;CW6N;;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1035;WFD reporting;CW;BG;Orthophosphate;mean;summer;;CW6N;;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1036;WFD reporting;CW;BG;Orthophosphate;mean;autumn;;CW6N;;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1037;WFD reporting;CW;BG;Orthophosphate;mean;winter;;CW7;;Orthophosphateµgl-1;1;20;;µgP/L;BLA
1038;WFD reporting;CW;BG;Orthophosphate;mean;spring;;CW7;;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1039;WFD reporting;CW;BG;Orthophosphate;mean;summer;;CW7;;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1040;WFD reporting;CW;BG;Orthophosphate;mean;autumn;;CW7;;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1041;WFD reporting;CW;BG;Orthophosphate;mean;winter;;CW8;;Orthophosphateµgl-1;1;20;;µgP/L;BLA
1042;WFD reporting;CW;BG;Orthophosphate;mean;spring;;CW8;;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1043;WFD reporting;CW;BG;Orthophosphate;mean;summer;;CW8;;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1044;WFD reporting;CW;BG;Orthophosphate;mean;autumn;;CW8;;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1045;WFD reporting;CW;BG;Orthophosphate;mean;winter;;CW9;;Orthophosphateµgl-1;1;20;;µgP/L;BLA
1046;WFD reporting;CW;BG;Orthophosphate;mean;spring;;CW9;;Orthophosphateµgl-1;1;15;;µgP/L;BLA
1047;WFD reporting;CW;BG;Orthophosphate;mean;summer;;CW9;;Orthophosphateµgl-1;1;10;;µgP/L;BLA
1048;WFD reporting;CW;BG;Orthophosphate;mean;autumn;;CW9;;Orthophosphateµgl-1;1;13;;µgP/L;BLA
1049;ECOSTAT questionnaries;CW;CY;Orthophosphate;mean;Annual;Segmented Flow Analysis, OI Analytical Flow Solution® IV ;All;Exp Judg;Orthophosphateµgl-1;1;4.34;;µgP/L;MED
1050;WFD reporting;CW;CY;Orthophosphate;mean;Annual;;All;;maybe was in ug/L already;1;30;165;µgP/L;MED
1051;ECOSTAT questionnaries;CW;DE;Orthophosphate;mean;November-February;Filtration of water samples (DIN EN 1189), continous flow injection analysis with automatic detection modified in accordance with  DIN EN ISO 15681-2;N1;Modelling and expert judgement;Orthophosphateµgl-1;1;0;;µgP/L;NEA
1052;ECOSTAT questionnaries;CW;DE;Orthophosphate;mean;November-February;Filtration of water samples (DIN EN 1189), continous flow injection analysis with automatic detection modified in accordance with  DIN EN ISO 15681-2;N2;Modelling and expert judgement;Orthophosphateµgl-1;1;0;;µgP/L;NEA
1053;ECOSTAT questionnaries;CW;DE;Orthophosphate;mean;November-February;Filtration of water samples (DIN EN 1189), continous flow injection analysis with automatic detection modified in accordance with  DIN EN ISO 15681-2;N3;Modelling and expert judgement;Orthophosphateµgl-1;1;0;;µgP/L;NEA
1054;ECOSTAT questionnaries;CW;DE;Orthophosphate;mean;November-February;Filtration of water samples (DIN EN 1189), continous flow injection analysis with automatic detection modified in accordance with  DIN EN ISO 15681-2;N4;Modelling and expert judgement;Orthophosphateµgl-1;1;0;;µgP/L;NEA
